sample_id,frequency_X,frequency_Y,lineage_X,lineage_Y,country,time,X_series,frequency_X+Y
hCoV-19/England/MILK-393A26F/2022,2.64E-05,0.075185215,BA.1.9,BA.2.9,United Kingdom,2022-02-02_2022-03-04,XJ,0.075211627
hCoV-19/Brazil/SP-IB_159107/2022,0.000697545,0.073939732,BA.1.9,BA.2.9,Brazil,2022-05-01_2022-05-31,Others,0.074637277
hCoV-19/USA/NY-P7H2/2021,0.073334267,2.63E-05,B.1.526,P.7,USA,2021-02-22_2021-03-24,Others,0.073360527
hCoV-19/Canada/ON-PHL-22-59200/2022,0.008428939,0.064543823,BA.2.75.2,BA.5.2,Canada,2022-11-17_2022-12-17,Others,0.072972762
hCoV-19/Canada/ON-PHL-22-41208/2022,0.056276795,0.014673027,BA.4.6,BF.7,Canada,2022-08-22_2022-09-21,Others,0.070949822
hCoV-19/USA/MN-CDC-IBX905607813668/2021,0.005313393,0.065326329,AY.67,AY.14,USA,2021-06-28_2021-07-28,Others,0.070639723
hCoV-19/USA/MD-HP07191-PIDMFABZBB/2020,0.065213601,0.003400174,B.1.428,A.3,USA,2020-05-09_2020-06-08,Others,0.068613775
hCoV-19/England/PHEC-L30ALF33/2021,0.000227687,0.066473675,AY.112,B.1.1.7,United Kingdom,2021-05-29_2021-06-28,Others,0.066701362
hCoV-19/France/NAQ-HCL722001445301/2022,0.066633639,2.25E-05,BA.2.9,BA.1.9,France,2022-02-12_2022-03-14,Others,0.066656158
hCoV-19/France/GES-HMN-22072200967/2022,0.010807718,0.05575511,BF.5,BA.2,France,2022-06-11_2022-07-11,Others,0.066562828
hCoV-19/USA/TX-HMH-MCoV-103293/2022,0.065119225,8.72E-05,BA.5.5,BA.2.17,USA,2022-05-27_2022-06-26,Others,0.0652064
hCoV-19/USA/MA-CDC-LC0031533/2021,0.059770611,0.005121513,B.1.526,P.1,USA,2021-02-16_2021-03-18,Others,0.064892124
hCoV-19/USA/CA-CDPH-3000146748/2021,0.021532742,0.042085119,AY.119,AY.47,USA,2021-07-09_2021-08-08,Others,0.063617861
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-37416/2022,0.028083786,0.034910784,BA.5,BA.2.9,Italy,2022-06-15_2022-07-15,Others,0.062994569
hCoV-19/USA/MI-CDC-LC0046617/2021,0.029679575,0.031011142,P.1,B.1.637,USA,2021-03-12_2021-04-11,Others,0.060690718
hCoV-19/USA/CO-CDPHE-2103649109/2022,0.057595196,0.000797339,BA.4.6,BA.5.1.12,USA,2022-08-02_2022-09-01,Others,0.058392535
hCoV-19/Sweden/38596372XXP/2022,0.003259175,0.053847244,BQ.1.1.17,BA.5.2,Sweden,2022-11-15_2022-12-15,Others,0.057106419
hCoV-19/USA/DE-CDC-LC0180205/2021,0.001349218,0.054136446,AY.112,AY.14,USA,2021-07-11_2021-08-10,Others,0.055485664
hCoV-19/USA/CO-CDC-LC0147908/2021,0.014638189,0.0407353,AY.39,AY.26,USA,2021-06-24_2021-07-24,Others,0.055373489
hCoV-19/USA/NY-PRL-2021_03_17_00B07/2021,0.055164145,1.06E-05,B.1.526,P.7,USA,2021-02-13_2021-03-15,Others,0.055174755
hCoV-19/USA/NY-ASC-210781068/2022,0.055038478,2.60E-05,BA.4.6,BE.4.1.1,USA,2022-10-11_2022-11-10,Others,0.055064476
hCoV-19/India/DL-NCDC-3309149/2021,0.049594018,0.00315439,AY.112,AY.30,India,2021-04-03_2021-05-03,Others,0.052748408
hCoV-19/USA/CA-SCPHL-21WGS0450/2021,0.039943114,0.011963699,AY.26,AY.3.1,USA,2021-07-20_2021-08-19,Others,0.051906813
hCoV-19/USA/CO-CDPHE-2101633392/2021,0.039359556,0.012499169,AY.26,AY.3.1,USA,2021-07-24_2021-08-23,Others,0.051858725
hCoV-19/Israel/SMC-7070521/2022,0.006975933,0.043861179,BA.1.1,BA.2.31,Israel,2022-04-16_2022-05-16,Others,0.050837112
hCoV-19/India/MH-ICMR-NIV-INSACOG-GSEQ-5254/2021,0.04920653,0.00068501,AY.39,AY.57,India,2021-07-12_2021-08-11,Others,0.04989154
hCoV-19/Italy/LOM_ASSTMonza_669517_134700/2022,0.040446304,0.008965929,BF.5,BN.1.3,Italy,2022-10-09_2022-11-08,Others,0.049412234
hCoV-19/India/MH_BJCOG_4589/2022,0.005243838,0.043523859,BJ.1,BM.1.1,India,2022-09-03_2022-10-03,Others,0.048767698
hCoV-19/USA/WA-CDC-UW22070551662/2022,0.000401404,0.047979219,BF.13,BA.2,USA,2022-06-05_2022-07-05,Others,0.048380623
hCoV-19/USA/TX-HMH-MCoV-118047/2022,0.000816523,0.045283574,BQ.1.1.17,BF.7,USA,2022-10-08_2022-11-07,Others,0.046100098
hCoV-19/England/PHEC-YY8FCSS/2022,0.014716188,0.030927353,BA.2.75.2,BE.1.1,United Kingdom,2022-09-09_2022-10-09,Others,0.045643541
hCoV-19/Germany/BW-RKI-I-966822/2022,0.031601253,0.013865856,BA.5.6,BF.7,Germany,2022-07-28_2022-08-27,Others,0.045467109
hCoV-19/USA/TX-CDC-ASC210207674/2021,0.017708166,0.027166158,AY.39,AY.75,USA,2021-07-03_2021-08-02,Others,0.044874324
hCoV-19/India/TG-CCMB-CIA8223/2021,0.043079182,0.00030596,AY.112,C.36,India,2021-03-31_2021-04-30,Others,0.043385143
hCoV-19/Canada/NL-PHML-543321/2022,0.001038242,0.041183596,DF.1,BF.7,Canada,2022-09-22_2022-10-22,Others,0.042221838
hCoV-19/USA/FL-CDC-ASC210210800/2021,0.00126139,0.040870992,AY.112,AY.26,USA,2021-07-03_2021-08-02,Others,0.042132383
hCoV-19/USA/ME-HETL-J8067/2021,0.001344192,0.040760135,AY.112,AY.26,USA,2021-07-16_2021-08-15,Others,0.042104327
hCoV-19/India/WB-1932000431648/2022,0.038809454,0.003209804,BM.1.1,BJ.1,India,2022-09-08_2022-10-08,Others,0.042019259
hCoV-19/India/TG-CCMB-CIC1457/2022,0.041008474,0.000174356,AY.112,BA.1.9,India,2021-12-12_2022-01-11,Others,0.041182829
hCoV-19/USA/CA-CDC-FG-060759/2021,0.040870992,1.95E-05,AY.26,AY.3.3,USA,2021-07-03_2021-08-02,Others,0.040890473
hCoV-19/France/PAC-IHU-15352-N1/2021,0.033848657,0.006997559,AY.4,AY.9.2,France,2021-06-07_2021-07-07,Others,0.040846216
hCoV-19/USA/IL-CDC-QDX44587643/2022,0.040169874,0.000649398,BF.7,BA.2,USA,2022-11-12_2022-12-12,Others,0.040819272
hCoV-19/England/LSPA-32613AC1/2022,0.006106093,0.033965144,BA.4.6,BQ.1,United Kingdom,2022-11-07_2022-12-07,Others,0.040071238
hCoV-19/USA/UT-UPHL-220722225036/2022,0.039473754,0.000133052,BA.5.5,BA.2.17,USA,2022-05-17_2022-06-16,Others,0.039606806
hCoV-19/USA/VA-CDC-LC0246091/2021,0.039535018,6.07E-05,AY.14,AY.3.3,USA,2021-07-27_2021-08-26,Others,0.039595752
hCoV-19/Bangladesh/icddrb-TND-01-1075/2022,0.014705882,0.024509804,BJ.1,BM.1.1.1,Bangladesh,2022-09-20_2022-10-20,XBB.2,0.039215686
hCoV-19/Israel/ICH-741237235/2022,0.00441989,0.034455048,BA.1.1,BA.2.31,Israel,2022-04-26_2022-05-26,Others,0.038874937
hCoV-19/USA/NC-CDC-LC0145996/2021,0.001124336,0.037622936,AY.112,AY.47,USA,2021-06-28_2021-07-28,Others,0.038747272
hCoV-19/USA/CA-CDPH-500074417/2022,0.038156257,4.25E-05,BA.2.12.1,BF.18,USA,2022-07-14_2022-08-13,Others,0.038198767
hCoV-19/USA/TX-CDC-QDX43330355/2022,0.00080682,0.037019606,BA.2.75.1,BQ.1,USA,2022-10-05_2022-11-04,Others,0.037826426
hCoV-19/Belgium/AZDelta-2207-14676/2022,6.12E-05,0.036939637,BA.1.9,BA.2.9,Belgium,2022-01-19_2022-02-18,Others,0.037000795
hCoV-19/India/DL-NII-1464/2022,0.001972387,0.033530572,BJ.1,BM.1.1,India,2022-09-13_2022-10-13,Others,0.035502959
hCoV-19/England/MILK-991B91/2020,0.024373013,0.01112681,B.1.160,B.1.1.70,United Kingdom,2020-07-27_2020-08-26,Others,0.035499823
hCoV-19/USA/NC-CDC-LC0273321/2021,0.000983594,0.033275116,AY.112,AY.26,USA,2021-08-11_2021-09-10,Others,0.03425871
hCoV-19/India/AP-CCMB-CIC4420/2022,0.009471009,0.024783025,BA.1.1.7,BA.2.10.1,India,2022-01-04_2022-02-03,Others,0.034254034
hCoV-19/USA/PA-Jefferson_COVIDSeq13_15/2021,0.031141379,0.002808989,AY.14,AY.3.1,USA,2021-05-27_2021-06-26,Others,0.033950368
hCoV-19/Singapore/13554/2022,0.000605694,0.033313144,BJ.1,BA.2.75.2,Singapore,2022-09-18_2022-10-18,Others,0.033918837
hCoV-19/Denmark/DCGC-624077/2022,0.001973396,0.03164742,BM.1.1.1,BA.5.2,Denmark,2022-11-11_2022-12-11,Others,0.033620816
hCoV-19/Austria/LB-R00108-S285/2022,0.00023872,0.032227262,BQ.2,BN.1.3,Austria,2022-09-24_2022-10-24,Others,0.032465982
hCoV-19/USA/CA-OC-4283/2022,0.027460237,0.003978848,BN.1.3,CR.1.1,USA,2022-11-12_2022-12-12,Others,0.031439085
hCoV-19/Germany/BB-RKI-I-1000164/2022,0.03096883,0.000401671,BA.5.9,BU.1,Germany,2022-09-05_2022-10-05,Others,0.031370501
hCoV-19/USA/IN-CDC-LC0053459/2021,0.030637729,2.35E-05,B.1.637,B.1.1.322,USA,2021-03-27_2021-04-26,Others,0.030661179
hCoV-19/USA/TX-HMH-MCoV-64916/2021,0.030120425,6.01E-05,AY.39,AY.57,USA,2021-08-24_2021-09-23,Others,0.030180558
hCoV-19/USA/TX-HMH-MCoV-64683/2021,0.029701055,5.07E-05,AY.39,AY.57,USA,2021-08-22_2021-09-21,Others,0.029751804
hCoV-19/USA/OH-CDC-LC0059167/2021,0.029243576,1.16E-05,B.1.637,B.1.1.322,USA,2021-04-05_2021-05-05,Others,0.029255211
hCoV-19/Germany/BW-RKI-I-875051/2022,0.015692722,0.01330145,BE.1.1,BA.4.1,Germany,2022-05-02_2022-06-01,Others,0.028994171
hCoV-19/Israel/ICH-741191401/2022,0.02868112,0.000225836,BQ.1.1.17,BM.1.1.1,Israel,2022-10-13_2022-11-12,Others,0.028906956
hCoV-19/USA/CA-UCSF-UC854/2020,0.027542239,0.000883708,B.1.427,B.1.1.7,USA,2020-11-26_2020-12-26,Others,0.028425947
hCoV-19/France/NOR-HMN-22032030555/2022,7.06E-05,0.028179293,BA.1.9,BA.2.9,France,2022-01-29_2022-02-28,XH,0.028249918
hCoV-19/France/PAC-cerba-22V0090022/2022,0.005550065,0.022352315,BE.1.1.2,BA.4.6,France,2022-07-30_2022-08-29,Others,0.02790238
hCoV-19/Nigeria/NCDC-NR53/2021,0.013888889,0.013888889,AY.39,B.1.525,Nigeria,2021-06-13_2021-07-13,Others,0.027777778
hCoV-19/India/GJ-INSACOG-GBRC9529/2022,0.017799825,0.009921214,BA.5.2,BM.1.1.1,India,2022-09-08_2022-10-08,Others,0.027721039
hCoV-19/India/TN-9031/2021,0.027055517,0.000263528,AY.101,BA.1.13,India,2021-11-18_2021-12-18,Others,0.027319044
hCoV-19/USA/MI-CDC-LC0329044/2021,0.000894541,0.026092463,AY.112,AY.26,USA,2021-09-01_2021-10-01,Others,0.026987004
hCoV-19/USA/IL-CDC-STM-3KXGGGK9D/2022,0.000366064,0.026362813,BG.2,BA.5,USA,2022-07-17_2022-08-16,Others,0.026728877
hCoV-19/Denmark/DCGC-617693/2022,0.023702903,0.00293391,BQ.1,CK.2.1.1,Denmark,2022-10-26_2022-11-25,Others,0.026636813
hCoV-19/Slovenia/22-3827/2020,0.024213075,0.001937046,B.1.149,B.1.1.7,Slovenia,2020-11-24_2020-12-24,Others,0.026150121
hCoV-19/Germany/NI-RKI-I-1041500/2022,0.025989218,5.09E-05,BN.1.3,BQ.2,Germany,2022-10-25_2022-11-24,Others,0.026040077
hCoV-19/USA/CA-SEARCH-128120/2022,0.000578484,0.025254946,CM.2,BA.5,USA,2022-08-18_2022-09-17,Others,0.02583343
hCoV-19/Nigeria/NCDC-NR95/2021,0.017094017,0.008547009,AY.14,B.1.525,Nigeria,2021-06-19_2021-07-19,Others,0.025641026
hCoV-19/Germany/SN-RKI-I-437945/2021,0.006027644,0.019555201,BA.1.13,AY.36.1,Germany,2021-11-29_2021-12-29,Others,0.025582845
hCoV-19/USA/TX-HMH-100500/2022,0.024847307,0.000179941,BA.5.5,BA.2.17,USA,2022-05-10_2022-06-09,Others,0.025027248
hCoV-19/USA/AZ-TG1386366/2022,0.024847307,0.000179941,BA.5.5,BA.2.17,USA,2022-05-10_2022-06-09,Others,0.025027248
hCoV-19/Spain/MD-HRYC-47496170/2022,0.024339818,0.000375905,BE.1.1,BF.7,Spain,2022-06-06_2022-07-06,Others,0.024715722
hCoV-19/France/PAC-LBZCentre-F2202215024/2022,0.007819633,0.015709503,BA.1.13,BA.2.9,France,2022-01-22_2022-02-21,Others,0.023529136
hCoV-19/India/TN-CDFD-S-414/2022,0.00907544,0.013991303,BJ.1,BM.1.1.1,India,2022-08-08_2022-09-07,XBB.3,0.023066742
hCoV-19/Sweden/261762396226/2022,0.022814417,0.000191718,BE.1.1,BF.7.7,Sweden,2022-10-08_2022-11-07,Others,0.023006135
hCoV-19/USA/VA-CDC-LC0243287/2021,6.31E-06,0.0225642,AY.4.2,AY.75,USA,2021-07-31_2021-08-30,Others,0.022570513
hCoV-19/India/TN-CDFD-S-1133/2022,0.008071749,0.01367713,BJ.1,BM.1.1.1,India,2022-08-23_2022-09-22,XBB.3,0.021748879
hCoV-19/India/MH-ICMR-INSACOG-WG5075/2022,0.007734642,0.013089395,BJ.1,BM.1.1.1,India,2022-07-28_2022-08-27,XBB.1,0.020824037
hCoV-19/India/GJ-GBRC9132/2022,0.013087202,0.007025761,BL.4,BJ.1,India,2022-07-24_2022-08-23,Others,0.020112963
hCoV-19/India/OR-ILSGS19966/2022,0.007165802,0.012354831,BJ.1,BM.1.1.1,India,2022-08-29_2022-09-28,Others,0.019520633
hCoV-19/France/GES-HMN-22012200931/2022,5.84E-05,0.019289913,AY.4.11,BA.1.13,France,2021-12-18_2022-01-17,Others,0.019348308
hCoV-19/USA/NY-PRL-221028_03C02/2022,1.31E-05,0.018928478,BJ.1,BA.5,USA,2022-09-26_2022-10-26,Others,0.018941577
hCoV-19/India/KA-19463_S279_R1_001/2022,0.00940774,0.00940774,BJ.1,BL.4,India,2022-08-18_2022-09-17,Others,0.01881548
hCoV-19/USA/AR-UMGC-4763/2021,0.000618896,0.017986655,AY.112,AY.26,USA,2021-05-30_2021-06-29,Others,0.018605551
hCoV-19/Germany/NW-RKI-I-897850/2022,0.00011857,0.017983124,BG.2,BA.5.5,Germany,2022-05-31_2022-06-30,Others,0.018101694
hCoV-19/France/NOR20445345/2022,0.000790703,0.016868336,AY.39,BA.1.13,France,2021-12-28_2022-01-27,Others,0.017659039
hCoV-19/India/AP-CCMB-CIC2196/2022,0.016368266,0.00088914,BA.1.1.7,BA.2.78,India,2021-12-06_2022-01-05,Others,0.017257406
hCoV-19/India/TG-RFCH07303_CIC7447/2022,0.016312595,0.00088518,BA.1.1.7,BA.2.78,India,2021-12-05_2022-01-04,Others,0.017197774
hCoV-19/USA/NY-PRL-2021_0210_04D11/2021,0.013466194,0.003726848,B.1.526,B.1.637,USA,2021-01-09_2021-02-08,Others,0.017193042
hCoV-19/Nigeria/NCDC-NR127/2021,0.008547009,0.008547009,AY.39,B.1.525,Nigeria,2021-06-19_2021-07-19,Others,0.017094017
hCoV-19/England/PHEC-V308V041/2021,0.000376683,0.01642967,B.1.1.7,B.1.617.2,United Kingdom,2021-08-02_2021-09-01,Others,0.016806353
hCoV-19/India/KA-SLS-48008/2022,0.005074786,0.011485043,BJ.1,BM.1.1.1,India,2022-09-04_2022-10-04,XBB,0.016559829
hCoV-19/India/PY-SEQ_13091_S355_R1_001/2022,6.68E-05,0.016073517,BA.1.9,BA.2.37,India,2022-01-03_2022-02-02,Others,0.016140351
hCoV-19/India/GJ-GBRC9770/2022,0.004991681,0.010815308,BJ.1,BM.1.1.1,India,2022-09-06_2022-10-06,XBB.3,0.015806988
hCoV-19/France/ARA-LBZCentre-C2022104639/2022,0.015709503,7.02E-05,BA.2.9,BA.1.9,France,2022-01-22_2022-02-21,Others,0.015779739
hCoV-19/France/ARA-HMN-22082240107/2022,0.003139717,0.012502803,BE.1.1.2,BA.4.6,France,2022-07-17_2022-08-16,Others,0.015642521
hCoV-19/USA/IL-CDC-ASC210485703/2021,0.014908902,0.000644971,AY.47,AY.112,USA,2021-10-20_2021-11-19,Others,0.015553874
hCoV-19/USA/UT-UPHL-220909586267/2022,0.006688925,0.008769157,BA.5,BA.2.3.1,USA,2022-05-28_2022-06-27,Others,0.015458082
hCoV-19/England/PHEP-YYDJUBS/2021,6.32E-05,0.015315113,BA.1.9,B.1.617.2,United Kingdom,2021-11-24_2021-12-24,Others,0.015378297
hCoV-19/England/PHEC-YY8RIB4/2022,0.014991696,4.49E-05,BA.2.75.2,BF.3.1,United Kingdom,2022-09-10_2022-10-10,XBD,0.015036582
hCoV-19/Canada/ON-PHL-22-40672/2022,0.001187352,0.013748281,DF.1,BF.7,Canada,2022-08-20_2022-09-19,Others,0.014935633
hCoV-19/USA/NY-PRL-2021_0210_06D07/2021,0.014465554,0.000307311,B.1.526,B.1.1.322,USA,2021-01-10_2021-02-09,Others,0.014772864
hCoV-19/USA/CA-SEARCH-125856/2022,0.014662943,1.15E-05,BA.5,BA.2.17,USA,2022-06-10_2022-07-10,Others,0.014674484
hCoV-19/USA/TX-HMH-MCoV-85164/2021,0.000596612,0.014006168,BA.1.13,B.1.617.2,USA,2021-11-23_2021-12-23,Others,0.01460278
hCoV-19/USA/UT-UPHL-220722803187/2022,0.014428111,5.34E-06,BA.5.6,BA.2.16,USA,2022-05-14_2022-06-13,Others,0.014433452
hCoV-19/USA/NC-CDC-LC0180263/2021,0.001349218,0.013040006,AY.112,AY.35,USA,2021-07-11_2021-08-10,Others,0.014389224
hCoV-19/Japan/PG-394766/2022,0.000148441,0.014200891,BA.5.2.2,BN.1.3,Japan,2022-10-02_2022-11-01,Others,0.014349332
hCoV-19/India/KA-SLS-49188/2022,0.003699488,0.010244735,BJ.1,BM.1.1.1,India,2022-09-07_2022-10-07,XBB.2,0.013944223
hCoV-19/USA/TX-HMH-118263/2022,0.012907527,0.000893393,BA.5,BA.2,USA,2022-10-15_2022-11-14,Others,0.01380092
hCoV-19/Germany/BY-RKI-I-879544/2022,0.010401101,0.002949273,BA.1.1,BA.2.23,Germany,2022-04-19_2022-05-19,XAL,0.013350374
hCoV-19/India/MH-KasturbaMCGM-ICMR-INSACOG-WG5355/2022,0.003209804,0.009921214,BJ.1,BM.1.1.1,India,2022-09-08_2022-10-08,Others,0.013131018
hCoV-19/India/DL-NII-1452/2022,0.008554508,0.003728888,BJ.1,BA.2.75.6,India,2022-08-20_2022-09-19,Others,0.012283395
hCoV-19/India/AP-CCMB-CIC5159/2022,0.010292398,0.001938179,BA.1.1.7,BA.2.23,India,2022-01-03_2022-02-02,Others,0.012230576
hCoV-19/USA/OR-CDC-QDX31963605/2021,0.011793772,0.000188908,AY.26,AY.43.8,USA,2021-11-11_2021-12-11,Others,0.01198268
hCoV-19/Australia/ACT9201/2022,0.01010101,0.001174536,BQ.1.23,BM.1.1.1,Australia,2022-09-27_2022-10-27,Others,0.011275546
hCoV-19/USA/CT-Yale-22067/2022,6.97E-05,0.010767235,BE.1.2.1,BA.4.4,USA,2022-07-30_2022-08-29,Others,0.010836971
hCoV-19/India/KA-NIMH-SEQ-5242/2022,0.001936287,0.008759393,AY.98,B.1.1.529,India,2021-12-03_2022-01-02,Others,0.01069568
hCoV-19/India/MH_BJCOG_4761/2022,0.001476015,0.008487085,BJ.1,BM.1.1.1,India,2022-09-18_2022-10-18,Others,0.0099631
hCoV-19/USA/AZ-CDC-LC0005590/2021,0.000100136,0.009412774,L.3,B.1.1.7,USA,2020-12-18_2021-01-17,Others,0.00951291
hCoV-19/USA/MA-CDC-QDX42395032/2022,0.008235167,0.001134767,BQ.1.1,BA.2,USA,2022-09-10_2022-10-10,Others,0.009369934
hCoV-19/USA/AR-UMGC-29086/2021,0.005741502,0.003476506,AY.4,B.1.1.529,USA,2021-11-29_2021-12-29,Others,0.009218008
hCoV-19/New Zealand/22ZA3204/2022,0.000757576,0.008333333,BA.5.2.45,BA.5,New Zealand,2022-09-05_2022-10-05,Others,0.009090909
hCoV-19/USA/TX-HMH-118494/2022,0.008158118,0.000849268,BQ.1.1.13,BA.2,USA,2022-10-21_2022-11-20,Others,0.009007386
hCoV-19/USA/CA-CDPH-FS48082577/2022,0.008868678,8.79E-05,BA.2.75.2,BQ.1.17,USA,2022-10-22_2022-11-21,Others,0.008956611
hCoV-19/Austria/LB-R00112-S116/2022,0.008086253,0.000808625,BA.4.6,BA.5.1.12,Austria,2022-10-15_2022-11-14,Others,0.008894879
hCoV-19/Turkey/HSGM-IST-03468/2022,0.008135169,0.000625782,BA.5.5,BA.2.38,Turkey,2022-06-02_2022-07-02,Others,0.008760951
hCoV-19/India/DL-NCDC-909128/2020,0.000967742,0.007741935,B.1.36.38,B.1.1.7,India,2020-11-22_2020-12-22,Others,0.008709677
hCoV-19/England/ALDP-39C327A/2022,2.31E-05,0.007962904,BA.1.9,BA.2.23,United Kingdom,2022-02-05_2022-03-07,XE,0.007986023
hCoV-19/Belgium/rega-18342/2021,0.001138628,0.006831768,AY.123.1,AY.4.2,Belgium,2021-09-13_2021-10-13,Others,0.007970396
hCoV-19/Germany/BY-RKI-I-457337/2022,0.007872896,5.33E-05,BA.1.13,AY.116,Germany,2021-12-04_2022-01-03,Others,0.007926212
hCoV-19/France/IDF-HMN-22062090730/2022,0.007818662,3.43E-05,BA.5.2.2,BA.2.3.16,France,2022-05-08_2022-06-07,Others,0.007852954
hCoV-19/USA/TN-VUMC-O-0349/2021,0.007467372,3.72E-05,AY.113,B.1.1.529,USA,2021-11-04_2021-12-04,Others,0.007504523
hCoV-19/Japan/TKYmbc25505/2022,0.007282462,0.000201491,CM.2,DB.1,Japan,2022-11-06_2022-12-06,Others,0.007483953
hCoV-19/Israel/SMC-7021862/2021,0.006829268,0.000325203,AY.112.3,AY.124.1,Israel,2021-10-07_2021-11-06,Others,0.007154472
hCoV-19/Nigeria/NCDC-NR357/2021,0.000786164,0.006289308,AY.36.1,B.1.525,Nigeria,2021-08-05_2021-09-04,Others,0.007075472
hCoV-19/Malaysia/HPUPM_NGS0884/2022,0.00156128,0.005464481,BQ.1.1.13,BA.2,Malaysia,2022-11-01_2022-12-01,Others,0.007025761
hCoV-19/USA/FL-TGH-3575/2022,0.004454465,0.002571143,BA.5,BA.2.38,USA,2022-05-23_2022-06-22,Others,0.007025608
hCoV-19/USA/TX-HMH-M-98360/2022,0.006257642,0.000337503,BA.5.5,BA.2.17,USA,2022-04-23_2022-05-23,Others,0.006595145
hCoV-19/India/GJ-GBRC10181/2022,0.002177068,0.004354136,BJ.1,BM.1.1.1,India,2022-10-11_2022-11-10,XBB.2,0.006531205
hCoV-19/Israel/ICH-741123747/2022,9.15E-05,0.005859196,BA.1.9,BA.2.31,Israel,2022-01-22_2022-02-21,Others,0.005950746
hCoV-19/Malaysia/IMR_LF00307/2022,0.005263158,0.000584795,BA.2.75.1,BQ.1.1.26,Malaysia,2022-10-09_2022-11-08,Others,0.005847953
hCoV-19/USA/TX-HMH-MCoV-102141/2022,0.005211839,0.000111245,BE.3,BA.2.17,USA,2022-05-21_2022-06-20,Others,0.005323084
hCoV-19/USA/TN-ASC-210504211/2022,4.95E-06,0.005119627,AY.36.1,B.1.1.529,USA,2021-12-06_2022-01-05,Others,0.005124576
hCoV-19/India/WB-INSACOG-1931503291751/2022,0.002164877,0.002597852,BJ.1,BM.1.1.1,India,2022-07-03_2022-08-02,XBB.1,0.004762729
hCoV-19/India/KA-CBR-6379/2021,0.001035733,0.003538754,AY.95,AY.14,India,2021-09-21_2021-10-21,Others,0.004574486
hCoV-19/Austria/CeMM3393/2021,0.00212766,0.00212766,B.1.525,R.1,Austria,2020-12-29_2021-01-28,Others,0.004255319
hCoV-19/USA/WA-CDC-UW23010659810/2023,0.004010409,0.000238865,BF.7.5,BM.1.1.1,USA,2022-12-07_2023-01-06,Others,0.004249274
hCoV-19/USA/TX-HMH-MCoV-100568/2022,0.001675633,0.00243304,BA.5,BA.2.23,USA,2022-05-11_2022-06-10,Others,0.004108672
hCoV-19/USA/TX-HMH-MCoV-121183/2022,0.003989738,6.28E-05,BQ.1.1.17,BF.7.7,USA,2022-11-26_2022-12-26,Others,0.004052568
hCoV-19/Peru/CAL-CITBM-CC02_14/2022,0.002116153,0.001881025,BA.5,BG.2,Peru,2022-06-06_2022-07-06,Others,0.003997178
hCoV-19/India/GJ-INSACOG-GBRC9539/2022,0.00190779,0.00190779,BL.4,BJ.1,India,2022-09-12_2022-10-12,Others,0.00381558
hCoV-19/Germany/SN-RKI-I-889811/2022,0.000334672,0.003295232,BA.5.1.12,BA.2.23,Germany,2022-05-16_2022-06-15,Others,0.003629904
hCoV-19/USA/UT-UPHL-220722585383/2022,0.003379731,2.78E-05,BA.5,BA.2.69,USA,2022-05-20_2022-06-19,Others,0.003407524
hCoV-19/USA/TX-HMH-M-119529/2022,0.003166419,0.000139066,BQ.1.1.17,BM.1.1.1,USA,2022-11-06_2022-12-06,Others,0.003305485
hCoV-19/USA/MI-SHMSU-B06_I_0137_27/2022,9.66E-05,0.003098966,BA.1.1.7,BA.2.31,USA,2022-03-22_2022-04-21,Others,0.003195557
hCoV-19/India/MH-RFIP06368/2021,0.002944809,0.000189988,AY.36.1,AY.28,India,2021-11-11_2021-12-11,Others,0.003134796
hCoV-19/Spain/AS-252219705/2022,0.002151379,0.000977899,BA.5,BA.2.25,Spain,2022-04-24_2022-05-24,Others,0.003129278
hCoV-19/USA/UT-UPHL-220722850515/2022,0.002998162,0.00012358,BA.5,BA.2.17,USA,2022-05-18_2022-06-17,Others,0.003121743
hCoV-19/India/KA-INSACOG-CBR-1402CTD094/2022,0.000676682,0.002233049,AY.112,BA.2.23,India,2022-01-12_2022-02-11,Others,0.002909731
hCoV-19/Netherlands/NH-RIVM-43519/2021,0.001851852,0.001028807,AY.75,AY.20,Netherlands,2021-06-05_2021-07-05,Others,0.002880658
hCoV-19/Philippines/PH-PGC-66739/2021,0.001386322,0.001386322,AY.112,AY.30,Philippines,2021-06-25_2021-07-25,Others,0.002772643
hCoV-19/Italy/SIC-CQRC-3422066037/2022,0.001779359,0.000988533,BA.5.5,BE.4.1.1,Italy,2022-10-10_2022-11-09,Others,0.002767892
hCoV-19/England/MILK-37DF83F/2022,0.000245977,0.002343087,BA.1.1.7,BA.2.23,United Kingdom,2022-01-22_2022-02-21,Others,0.002589064
hCoV-19/Malaysia/IMR_OS7711/2022,0.000506842,0.002027369,BJ.1,BM.1.1.1,Malaysia,2022-10-14_2022-11-13,Others,0.002534212
hCoV-19/South Africa/CeMM2334/2021,0.000504796,0.002019182,B.1.1.7,B.1.351.2,South Africa,2020-12-06_2021-01-05,Others,0.002523978
hCoV-19/USA/TX-HMH-MCoV-101136/2022,0.002403948,9.57E-05,BA.5,BG.4,USA,2022-05-15_2022-06-14,Others,0.002499681
hCoV-19/Belgium/ULG-21441/2021,0.002290796,0.000134753,AY.123.1,AY.104,Belgium,2021-09-20_2021-10-20,Others,0.002425549
hCoV-19/USA/CA-CDPH-500069471/2022,0.002217646,0.000192347,BG.2,BF.7,USA,2022-06-11_2022-07-11,Others,0.002409993
